"","Player","Start","End","Matches","Innings","NotOuts","Runs","HighScore","HighScoreNotOut","Average","BallsFaced","StrikeRate","Hundreds","Fifties","Ducks"
"554","LOB Cann ",2006,2009,26,25,3,590,52,FALSE,26.8181818181818,504,117.063492063492,0,1,3
"555","AU Rashid ",2009,2020,100,44,12,590,69,FALSE,18.4375,584,101.027397260274,0,1,4
"556","RJ Nicol ",2011,2013,22,21,2,586,146,FALSE,30.8421052631579,776,75.5154639175258,2,2,2
"557","SB Joshi ",1996,2001,69,45,11,584,61,TRUE,17.1764705882353,653,89.4333843797856,0,1,4
"558","RT Latham ",1990,1994,33,33,4,583,60,FALSE,20.1034482758621,1008,57.8373015873016,0,1,3
"559","Khurram Khan ",2004,2015,16,16,2,582,132,TRUE,41.5714285714286,725,80.2758620689655,1,3,0
"560","JL Carter ",2015,2019,33,28,3,581,54,FALSE,23.24,822,70.6812652068127,0,3,1
"561","GH Dockrell ",2010,2019,87,57,22,579,62,TRUE,16.5428571428571,835,69.3413173652695,0,2,5
"562","DAS Gunaratne ",2016,2019,31,25,4,575,114,TRUE,27.3809523809524,724,79.4198895027624,1,1,0
"563","BJ Hodge ",2005,2007,25,21,2,575,123,FALSE,30.2631578947368,657,87.5190258751903,1,3,3
"564","Mohammad Mithun ",2014,2020,27,23,3,575,63,FALSE,28.75,718,80.08356545961,0,5,1
"565","MJR Rindel ",1994,1999,22,22,1,575,106,FALSE,27.3809523809524,860,66.8604651162791,1,2,1
"566","Tushar Imran ",2001,2007,41,40,0,574,65,FALSE,14.35,970,59.1752577319588,0,2,8
"567","BJ Watling ",2010,2018,28,25,2,573,96,TRUE,24.9130434782609,838,68.3770883054893,0,5,3
"568","C White ",1994,2003,51,41,5,568,57,TRUE,15.7777777777778,928,61.2068965517241,0,1,9
"569","SL Malinga ",2004,2019,226,119,36,567,56,FALSE,6.83132530120482,761,74.5072273324573,0,1,26
"570","RM Haq ",2006,2015,54,40,6,566,71,FALSE,16.6470588235294,931,60.7948442534909,0,3,6
"571","KS More ",1984,1993,94,65,22,563,42,TRUE,13.093023255814,808,69.6782178217822,0,0,5
"572","AL Phehlukwayo ",2016,2020,58,34,15,563,69,TRUE,29.6315789473684,643,87.5583203732504,0,1,4
"573","HG Munsey ",2017,2019,25,25,3,562,61,FALSE,25.5454545454545,732,76.775956284153,0,2,3
"574","CR Brathwaite ",2011,2019,44,37,3,559,101,FALSE,16.4411764705882,614,91.042345276873,1,1,2
"575","Mominul Haque ",2012,2018,28,26,1,557,60,FALSE,22.28,749,74.3658210947931,0,3,1
"576","Aamer Malik ",1988,1994,24,23,1,556,90,FALSE,25.2727272727273,989,56.2184024266936,0,5,1
"577","RJ Peterson ",2002,2014,79,41,14,556,68,FALSE,20.5925925925926,688,80.8139534883721,0,1,4
"578","GS Blewett ",1995,1999,32,30,3,551,57,TRUE,20.4074074074074,889,61.9797525309336,0,2,3
"579","JN Mohammed ",2011,2018,28,24,1,551,91,TRUE,23.9565217391304,795,69.3081761006289,0,4,2
"580","Mosaddek Hossain ",2016,2019,35,30,10,549,52,TRUE,27.45,633,86.7298578199052,0,2,1
"581","TJ Friend ",2000,2004,51,39,5,548,91,FALSE,16.1176470588235,724,75.6906077348066,0,3,5
"582","T Duffin ",2006,2007,23,23,0,546,88,FALSE,23.7391304347826,993,54.9848942598187,0,3,1
"583","Mohammad Wasim ",1996,2000,25,25,2,543,76,FALSE,23.6086956521739,1043,52.0613614573346,0,3,4
"584","AP Kuiper ",1991,1996,25,23,7,539,63,TRUE,33.6875,662,81.4199395770393,0,3,0
"585","P Willey ",1977,1986,26,24,1,538,64,FALSE,23.3913043478261,855,62.9239766081871,0,5,3
"586","MC Snedden ",1980,1990,93,54,19,535,64,FALSE,15.2857142857143,843,63.4638196915777,0,1,4
"587","Athar Ali Khan ",1988,1998,19,19,1,532,82,FALSE,29.5555555555556,945,56.2962962962963,0,3,3
"588","IS Billcliff ",2003,2009,19,19,0,529,93,FALSE,27.8421052631579,793,66.7087011349306,0,4,0
"589","SCJ Broad ",2006,2016,121,68,25,529,45,TRUE,12.3023255813953,709,74.6121297602257,0,0,8
"590","NN Odhiambo ",2006,2014,69,53,9,528,66,FALSE,12,737,71.6417910447761,0,1,9
"591","B Kumar ",2012,2019,114,52,15,526,53,TRUE,14.2162162162162,703,74.8221906116643,0,1,8
"592","Naved-ul-Hasan ",2003,2010,74,51,18,524,33,FALSE,15.8787878787879,620,84.5161290322581,0,0,4
"593","Amjad Ali ",2008,2015,17,17,0,520,98,FALSE,30.5882352941176,680,76.4705882352941,0,3,0
"594","RL Chase ",2017,2020,30,23,3,520,94,FALSE,26,679,76.5832106038292,0,2,3
"595","LK Germon ",1994,1997,37,31,5,519,89,FALSE,19.9615384615385,787,65.9466327827192,0,3,2
"596","Mudassar Bukhari ",2007,2014,46,34,4,516,71,FALSE,17.2,671,76.9001490312966,0,2,4
"597","TAM Siriwardana ",2015,2019,27,24,1,516,66,FALSE,22.4347826086957,525,98.2857142857143,0,3,1
"598","KM Dabengwa ",2005,2010,37,34,7,514,45,FALSE,19.037037037037,851,60.3995299647474,0,0,4
"599","PK Amre ",1991,1994,37,30,5,513,84,TRUE,20.52,799,64.2052565707134,0,2,1
"600","Dawlat Zadran ",2011,2019,82,56,27,513,47,TRUE,17.6896551724138,664,77.2590361445783,0,0,7
"601","KD Walters ",1971,1981,28,24,6,513,59,FALSE,28.5,732,70.0819672131148,0,2,1
"602","JG Bracewell ",1983,1990,53,43,12,512,43,FALSE,16.5161290322581,717,71.4086471408647,0,0,6
"603","DP Viljoen ",1997,2001,53,43,7,512,63,TRUE,14.2222222222222,827,61.9105199516324,0,2,5
"604","JM Brearley ",1977,1980,25,24,3,510,78,FALSE,24.2857142857143,1120,45.5357142857143,0,3,6
"605","WD Parnell ",2009,2017,65,38,14,508,56,FALSE,21.1666666666667,648,78.3950617283951,0,1,3
"606","RR Hendricks ",2018,2020,21,21,2,507,102,FALSE,26.6842105263158,665,76.2406015037594,1,2,1
"607","AO Suji ",1996,2008,60,46,7,506,67,FALSE,12.974358974359,977,51.7911975435005,0,1,1
"608","AN Petersen ",2006,2013,21,19,1,504,80,FALSE,28,610,82.6229508196721,0,4,0
"609","Taufeeq Umar ",2001,2011,22,22,1,504,81,TRUE,24,895,56.3128491620112,0,3,0
"610","PR Reiffel ",1992,1999,92,57,21,503,58,FALSE,13.9722222222222,709,70.9449929478138,0,1,5
"611","AR Nurse ",2016,2019,54,40,14,502,44,FALSE,19.3076923076923,513,97.8557504873294,0,0,2
"612","JE Emburey ",1980,1993,61,45,10,501,34,FALSE,14.3142857142857,664,75.4518072289157,0,0,3
"613","Ghulam Shabber ",2017,2019,23,23,0,500,90,FALSE,21.7391304347826,800,62.5,0,4,2
"614","GP Swann ",2000,2013,79,48,12,500,34,FALSE,13.8888888888889,553,90.4159132007233,0,0,3
"615","JH Davey ",2010,2019,31,28,6,497,64,FALSE,22.5909090909091,742,66.9811320754717,0,2,2
"616","JJ Tucker ",2006,2009,26,26,1,496,52,FALSE,19.84,726,68.3195592286501,0,1,1
"617","DJ Callaghan ",1992,2000,29,25,6,493,169,TRUE,25.9473684210526,726,67.9063360881543,1,0,2
"618","H Klaasen ",2018,2020,17,16,4,493,123,TRUE,41.0833333333333,520,94.8076923076923,1,3,1
"619","MK Pandey ",2015,2020,26,21,7,492,104,TRUE,35.1428571428571,535,91.9626168224299,1,2,2
"620","Naimur Rahman ",1995,2002,29,27,2,488,47,FALSE,19.52,771,63.2944228274968,0,0,3
"621","JWM Dalrymple ",2006,2007,27,26,1,487,67,FALSE,19.48,672,72.4702380952381,0,2,2
"622","AC Cummins ",1991,2007,76,49,13,486,44,TRUE,13.5,586,82.9351535836177,0,0,4
"623","R McLaren ",2009,2014,54,41,15,485,71,TRUE,18.6538461538462,680,71.3235294117647,0,1,3
"624","MRJ Veletta ",1987,1989,20,19,4,484,68,TRUE,32.2666666666667,642,75.3894080996885,0,2,2
"625","CS Baugh ",2003,2012,47,35,11,482,49,FALSE,20.0833333333333,719,67.0375521557719,0,0,2
"626","AA Mulla ",2006,2009,24,24,0,482,58,FALSE,20.0833333333333,595,81.0084033613445,0,1,2
"627","SR Patel ",2008,2013,36,22,7,482,70,TRUE,32.1333333333333,517,93.2301740812379,0,1,1
"628","CD Wallace ",2012,2019,28,24,1,482,58,FALSE,20.9565217391304,527,91.46110056926,0,4,1
"629","DJ Reekers ",2006,2009,19,19,0,481,104,FALSE,25.3157894736842,411,117.031630170316,1,0,3
"630","TN de Grooth ",2006,2013,34,32,4,480,97,FALSE,17.1428571428571,774,62.015503875969,0,1,1
"631","DA Minors ",2006,2007,20,20,2,478,68,FALSE,26.5555555555556,791,60.4298356510746,0,3,1
"632","BG Rogers ",2002,2005,15,15,0,478,84,FALSE,31.8666666666667,689,69.3759071117562,0,5,2
"633","S Lee ",1995,2001,45,35,8,477,47,FALSE,17.6666666666667,500,95.4,0,0,3
"634","Karim Sadiq ",2009,2016,24,22,2,475,114,TRUE,23.75,587,80.9199318568995,2,0,3
"635","MA Leask ",2014,2019,34,28,6,474,59,TRUE,21.5454545454545,437,108.466819221968,0,3,1
"636","CA Best ",1986,1992,24,23,4,473,100,FALSE,24.8947368421053,690,68.5507246376812,1,2,2
"637","AJ Bichel ",1997,2004,67,36,13,471,64,FALSE,20.4782608695652,600,78.5,0,1,5
"638","L Siaka ",2014,2019,25,25,0,471,109,FALSE,18.84,626,75.2396166134185,1,1,4
"639","H Patel ",2009,2013,23,23,1,468,62,FALSE,21.2727272727273,584,80.1369863013699,0,2,3
"640","MD Shanaka ",2016,2019,22,19,1,468,68,FALSE,26,404,115.841584158416,0,3,1
"641","CH Morris ",2013,2019,42,27,4,467,62,FALSE,20.304347826087,465,100.430107526882,0,1,0
"642","ALF de Mel ",1982,1987,57,41,9,466,36,FALSE,14.5625,595,78.3193277310924,0,0,6
"643","AO Malhotra ",1982,1986,20,19,4,457,65,FALSE,30.4666666666667,645,70.8527131782946,0,1,0
"644","Umar Gul ",2003,2016,130,65,18,457,39,FALSE,9.72340425531915,642,71.183800623053,0,0,10
"645","C Sharma ",1983,1994,65,35,16,456,101,TRUE,24,504,90.4761904761905,1,0,3
"646","GEF Barnett ",2006,2010,22,22,0,455,77,FALSE,20.6818181818182,745,61.0738255033557,0,1,1
"647","R Gunasekera ",2008,2014,19,19,0,455,72,FALSE,23.9473684210526,677,67.2082717872969,0,6,3
"648","MD Dai ",2014,2018,18,18,2,454,76,TRUE,28.375,585,77.6068376068376,0,3,1
"649","Minhajul Abedin ",1986,1999,27,26,2,453,68,TRUE,18.875,909,49.8349834983498,0,2,3
"650","Mehrab Hossain ",1998,2003,18,18,0,449,101,FALSE,24.9444444444444,763,58.8466579292267,1,2,2
"651","SW Ambris ",2017,2020,13,12,2,447,148,FALSE,44.7,460,97.1739130434783,1,2,0
"652","JL Denly ",2009,2020,16,13,0,446,87,FALSE,34.3076923076923,629,70.906200317965,0,4,0
"653","TE Blain ",1986,1994,38,38,11,442,49,TRUE,16.3703703703704,662,66.7673716012085,0,0,6
"654","SAR Silva ",1984,1985,20,20,0,441,85,FALSE,22.05,838,52.6252983293556,0,3,1
"655","GR Viswanath ",1974,1982,25,23,1,439,75,FALSE,19.9545454545455,830,52.8915662650602,0,2,1
"656","JP Maher ",1998,2003,26,20,3,438,95,FALSE,25.7647058823529,673,65.0817236255572,0,1,1
"657","AH Omarshah ",1983,1996,28,28,2,437,60,TRUE,16.8076923076923,860,50.8139534883721,0,1,4
"658","PL Taylor ",1987,1992,83,47,25,437,54,TRUE,19.8636363636364,583,74.9571183533448,0,1,4
"659","DN Chudasama ",1996,1999,20,19,0,434,122,FALSE,22.8421052631579,685,63.3576642335766,1,1,2
"660","CJ McDermott ",1985,1996,138,78,17,432,37,FALSE,7.08196721311475,492,87.8048780487805,0,0,15
"661","CJO Smith ",2006,2009,27,26,4,432,59,FALSE,19.6363636363636,640,67.5,0,2,3
"662","Shafiqullah ",2009,2018,24,21,2,430,56,FALSE,22.6315789473684,408,105.392156862745,0,2,4
"663","DR Pringle ",1982,1993,44,30,12,425,49,TRUE,23.6111111111111,616,68.9935064935065,0,0,1
"664","MN van Wyk ",2003,2015,17,17,1,425,82,FALSE,26.5625,617,68.8816855753647,0,4,2
"665","AK Sharma ",1988,1993,31,27,6,424,59,TRUE,20.1904761904762,469,90.4051172707889,0,3,2
"666","RC Russell ",1987,1998,40,31,7,423,50,FALSE,17.625,638,66.3009404388715,0,1,0
"667","AS Hansra ",2010,2014,24,22,4,421,70,TRUE,23.3888888888889,725,58.0689655172414,0,2,2
"668","S Prasanna ",2011,2019,40,37,3,421,95,FALSE,12.3823529411765,445,94.6067415730337,0,2,7
"669","SMA Priyanjan ",2013,2015,23,20,2,420,74,FALSE,23.3333333333333,522,80.4597701149425,0,2,0
"670","AR Adams ",2001,2007,42,34,10,419,45,FALSE,17.4583333333333,417,100.479616306954,0,0,1
"671","SR Waters ",2008,2011,20,20,0,419,74,FALSE,20.95,751,55.7922769640479,0,2,2
"672","Aaron Jones ",2019,2020,13,13,1,416,95,FALSE,34.6666666666667,646,64.3962848297214,0,3,1
"673","CO Browne ",1995,2005,46,32,8,415,46,TRUE,17.2916666666667,590,70.3389830508475,0,0,3
"674","Farhad Reza ",2006,2011,34,31,6,412,50,FALSE,16.48,636,64.7798742138365,0,1,2
"675","Usman Ghani ",2014,2017,15,15,0,411,118,FALSE,27.4,520,79.0384615384615,1,2,2
"676","GB Brent ",1996,2008,70,54,20,408,59,TRUE,12,698,58.4527220630373,0,1,3
"677","CB Lambert ",1990,2004,12,12,0,407,119,FALSE,33.9166666666667,540,75.3703703703704,1,2,1
"678","RW Price ",2002,2012,102,59,17,406,46,FALSE,9.66666666666667,701,57.9172610556348,0,0,10
"679","IR Bishop ",1988,1997,84,44,19,405,33,TRUE,16.2,776,52.1907216494845,0,0,3
"680","EA Brandes ",1987,1999,59,41,10,404,55,FALSE,13.0322580645161,448,90.1785714285714,0,2,3
"681","ID Blackwell ",2002,2006,34,29,2,403,82,FALSE,14.9259259259259,465,86.6666666666667,0,1,6
"682","F Mutizwa ",2009,2011,17,15,2,403,79,FALSE,31,502,80.2788844621514,0,4,2
"683","JP Bray ",2006,2007,15,15,1,401,116,FALSE,28.6428571428571,594,67.5084175084175,2,0,2
"684","RG de Alwis ",1983,1988,31,27,8,401,59,TRUE,21.1052631578947,512,78.3203125,0,2,2
"685","S Madan Lal ",1974,1987,67,35,14,401,53,TRUE,19.0952380952381,645,62.1705426356589,0,1,1
"686","TBM de Leede ",1996,2007,29,25,1,400,58,TRUE,16.6666666666667,628,63.6942675159236,0,2,4
"687","WS Jayantha ",2004,2004,17,17,2,400,74,TRUE,26.6666666666667,530,75.4716981132076,0,2,2
"688","Mushtaq Ahmed ",1989,2003,144,76,34,399,34,TRUE,9.5,698,57.163323782235,0,0,10
"689","Sohail Tanvir ",2007,2014,62,40,11,399,59,FALSE,13.7586206896552,458,87.117903930131,0,1,3
"690","DR Chumney ",2003,2007,21,21,2,397,48,FALSE,20.8947368421053,595,66.7226890756302,0,0,0
"691","Mohammad Naveed ",2014,2019,39,34,10,397,45,FALSE,16.5416666666667,323,122.910216718266,0,0,2
"692","IA Karim ",2011,2014,9,9,0,396,112,FALSE,44,522,75.8620689655172,2,1,0
"693","AB Barath ",2010,2012,14,14,1,394,113,FALSE,30.3076923076923,612,64.3790849673203,1,1,2
"694","Shoaib Akhtar ",1998,2011,163,84,40,394,43,FALSE,8.95454545454546,538,73.2342007434944,0,0,11
"695","Mehidy Hasan Miraz ",2017,2020,41,26,4,393,51,FALSE,17.8636363636364,508,77.3622047244095,0,1,0
"696","T Thushara ",2008,2010,38,27,6,392,54,TRUE,18.6666666666667,424,92.4528301886792,0,1,4
"697","PJ Ongondo ",1999,2011,79,62,19,391,36,FALSE,9.09302325581395,621,62.962962962963,0,0,9
"698","Mirwais Ashraf ",2009,2016,46,38,11,387,52,TRUE,14.3333333333333,543,71.2707182320442,0,1,3
"699","AF Giles ",1997,2005,62,35,13,385,41,FALSE,17.5,551,69.8729582577133,0,0,2
"700","Hannan Sarkar ",2002,2004,20,20,0,383,61,FALSE,19.15,713,53.7166900420757,0,3,2
"701","Sadiq Mohammad ",1973,1980,19,19,1,383,74,FALSE,21.2777777777778,755,50.728476821192,0,2,0
"702","MH Dekker ",1992,1996,23,22,2,379,79,FALSE,18.95,798,47.4937343358396,0,2,0
"703","DM Wellham ",1981,1987,17,17,2,379,97,FALSE,25.2666666666667,699,54.2203147353362,0,1,0
"704","S Bau ",2016,2019,21,21,1,378,59,FALSE,18.9,602,62.7906976744186,0,1,4
"705","U Bhatti ",2006,2010,36,30,8,378,46,FALSE,17.1818181818182,513,73.6842105263158,0,0,2
"706","GF Lawson ",1980,1989,79,52,18,378,33,TRUE,11.1176470588235,500,75.6,0,0,9
"707","MR Ramprakash ",1991,2001,18,18,4,376,51,FALSE,26.8571428571429,544,69.1176470588235,0,1,0
"708","Al Sahariar ",1999,2003,29,29,1,374,62,TRUE,13.3571428571429,709,52.7503526093089,0,2,6
"709","CC Lewis ",1990,1998,53,40,14,374,33,FALSE,14.3846153846154,459,81.4814814814815,0,0,6
"710","RR Pant ",2018,2020,16,14,0,374,71,FALSE,26.7142857142857,361,103.601108033241,0,1,1
"711","SMH Kirmani ",1976,1986,49,31,13,373,48,TRUE,20.7222222222222,616,60.5519480519481,0,0,2
"712","DS de Silva ",1975,1985,41,29,10,371,37,TRUE,19.5263157894737,691,53.6903039073806,0,0,0
"713","MA Starc ",2010,2020,91,51,19,371,52,TRUE,11.59375,424,87.5,0,1,8
"714","S Chattergoon ",2006,2009,18,17,2,370,54,TRUE,24.6666666666667,615,60.1626016260163,0,2,2
"715","PJ Forrest ",2012,2012,15,14,0,368,104,FALSE,26.2857142857143,561,65.5971479500891,1,3,2
"716","DW Steyn ",2005,2019,125,51,12,365,60,FALSE,9.35897435897436,562,64.9466192170818,0,1,8
"717","WM Darling ",1978,1982,18,18,1,363,74,FALSE,21.3529411764706,679,53.4609720176731,0,1,0
"718","Mohammad Amir ",2009,2019,61,30,10,363,73,TRUE,18.15,444,81.7567567567568,0,2,5
"719","SP Narine ",2011,2016,65,45,12,363,36,FALSE,11,441,82.312925170068,0,0,8
"720","SS Karim ",1997,2000,34,27,4,362,55,FALSE,15.7391304347826,560,64.6428571428572,0,1,2
"721","R Rampaul ",2003,2015,92,40,11,362,86,TRUE,12.4827586206897,472,76.6949152542373,0,1,3
"722","Shahriar Hossain ",1997,2004,20,19,0,362,95,FALSE,19.0526315789474,682,53.0791788856305,0,2,4
"723","Asif Ali ",2018,2019,18,14,1,361,52,FALSE,27.7692307692308,280,128.928571428571,0,3,0
"724","DG Brownlie ",2012,2017,16,15,1,361,63,FALSE,25.7857142857143,486,74.2798353909465,0,1,0
"725","Hazratullah Zazai ",2018,2019,16,16,0,361,67,FALSE,22.5625,409,88.2640586797066,0,2,1
"726","WK McCallan ",2006,2009,39,28,10,361,50,TRUE,20.0555555555556,419,86.1575178997613,0,1,5
"727","RC Irani ",1996,2003,31,30,5,360,53,FALSE,14.4,549,65.5737704918033,0,1,7
"728","Mushfiqur Rahman ",2000,2004,28,25,3,360,49,FALSE,16.3636363636364,690,52.1739130434783,0,0,4
"729","BJ Patel ",2001,2006,31,25,3,360,44,FALSE,16.3636363636364,736,48.9130434782609,0,0,4
"730","Chirag Suri ",2018,2020,17,17,0,355,67,FALSE,20.8823529411765,635,55.9055118110236,0,2,3
"731","AD Brown ",1996,2001,16,16,0,354,118,FALSE,22.125,427,82.903981264637,1,1,2
"732","ADS Fletcher ",2008,2016,25,25,0,354,54,FALSE,14.16,549,64.4808743169399,0,2,3
"733","Nasir Jamal ",2014,2018,16,14,1,352,53,FALSE,27.0769230769231,537,65.5493482309125,0,3,1
"734","Wajahatullah Wasti ",1999,2000,15,15,0,349,84,FALSE,23.2666666666667,713,48.9481065918654,0,1,1
"735","Zahid Fazal ",1990,1994,19,18,3,348,98,TRUE,23.2,584,59.5890410958904,0,2,0
"736","RDB Croft ",1996,2001,50,36,12,345,32,FALSE,14.375,519,66.4739884393064,0,0,4
"737","Ashfaq Ahmed ",2018,2019,16,16,0,344,92,FALSE,21.5,387,88.8888888888889,0,2,1
"738","GP Wickramasinghe ",1990,2002,134,64,24,344,32,FALSE,8.6,543,63.3517495395948,0,0,12
"739","DT Tiripano ",2014,2020,34,25,7,343,55,TRUE,19.0555555555556,527,65.0853889943074,0,1,1
"740","DNT Zoysa ",1997,2007,95,47,21,343,47,TRUE,13.1923076923077,358,95.8100558659218,0,0,5
"741","HH Kanitkar ",1997,2000,34,27,8,339,57,FALSE,17.8421052631579,512,66.2109375,0,1,2
"742","M Vijay ",2010,2015,17,16,0,339,72,FALSE,21.1875,506,66.99604743083,0,1,0
"743","BE Congdon ",1973,1978,11,9,3,338,101,FALSE,56.3333333333333,472,71.6101694915254,1,2,0
"744","CM Old ",1973,1981,32,25,7,338,51,TRUE,18.7777777777778,401,84.28927680798,0,1,4
"745","Shadab Khan ",2017,2019,43,22,9,337,54,FALSE,25.9230769230769,491,68.6354378818737,0,3,2
"746","MG Burgess ",1973,1981,26,20,0,336,47,FALSE,16.8,515,65.2427184466019,0,0,1
"747","NM Hauritz ",2002,2011,58,32,17,336,53,TRUE,22.4,349,96.2750716332378,0,1,0
"748","SD Outerbridge ",2006,2009,23,23,0,336,56,FALSE,14.6086956521739,612,54.9019607843137,0,1,4
"749","Tapash Baisya ",2002,2007,56,41,13,336,35,TRUE,12,576,58.3333333333333,0,0,4
"750","T Bavuma ",2016,2020,6,6,0,335,113,FALSE,55.8333333333333,363,92.2865013774105,1,1,0
"751","SS Pathirana ",2015,2017,18,14,1,332,56,FALSE,25.5384615384615,383,86.6840731070496,0,1,0
"752","KA Edwards ",2011,2014,16,16,2,331,123,TRUE,23.6428571428571,494,67.0040485829959,1,0,3
"753","Manjural Islam Rana ",2003,2006,25,21,5,331,63,FALSE,20.6875,668,49.5508982035928,0,1,1
"754","S Mukuddem ",2006,2007,20,18,4,331,57,FALSE,23.6428571428571,650,50.9230769230769,0,1,2
"755","Adnan Mufti ",2017,2018,18,16,4,330,57,TRUE,27.5,409,80.6845965770171,0,1,0
"756","Asif Iqbal ",1973,1979,10,8,2,330,62,FALSE,55,466,70.8154506437768,0,5,0
"757","ZE Surkari ",2008,2011,23,22,3,328,49,FALSE,17.2631578947368,656,50,0,0,1
"758","DJ Capel ",1987,1990,23,19,2,327,50,TRUE,19.2352941176471,479,68.2672233820459,0,1,0
"759","MH Yardy ",2006,2011,28,24,8,326,60,TRUE,20.375,472,69.0677966101695,0,2,1
"760","ML Nkala ",1998,2006,50,35,5,324,47,FALSE,10.8,526,61.5969581749049,0,0,5
"761","Saeed Ajmal ",2008,2015,113,70,24,324,33,FALSE,7.04347826086957,535,60.5607476635514,0,0,11
"762","RP Snell ",1991,1996,42,28,8,322,63,FALSE,16.1,330,97.5757575757576,0,2,1
"763","KJJ van Noortwijk ",1996,2003,9,9,2,322,134,TRUE,46,428,75.2336448598131,1,1,1
"764","Anwar Ali ",2013,2016,22,16,5,321,43,TRUE,29.1818181818182,367,87.4659400544959,0,0,0
"765","CA Walsh ",1985,2000,205,79,33,321,30,FALSE,6.97826086956522,451,71.1751662971175,0,0,11
"766","RB McCosker ",1975,1982,14,14,0,320,95,FALSE,22.8571428571429,623,51.3643659711075,0,2,2
"767","DR Brown ",1997,2007,25,24,6,319,50,TRUE,17.7222222222222,481,66.3201663201663,0,1,3
"768","HP Rinke ",2006,2006,18,18,0,317,72,FALSE,17.6111111111111,378,83.8624338624339,0,3,2
"769","P Khadka ",2018,2020,10,10,1,315,115,FALSE,35,398,79.1457286432161,1,1,0
"770","Faisal Iqbal ",2000,2006,18,16,2,314,100,TRUE,22.4285714285714,519,60.5009633911368,1,0,3
"771","NAM McLean ",1996,2003,45,34,8,314,50,TRUE,12.0769230769231,383,81.9843342036554,0,1,7
"772","Mohammad Sami ",2001,2015,87,46,19,314,46,FALSE,11.6296296296296,490,64.0816326530612,0,0,5
"773","B Wood ",1972,1982,13,12,2,314,78,TRUE,31.4,647,48.531684698609,0,2,1
"774","VV Morea ",2014,2018,13,13,1,313,65,TRUE,26.0833333333333,460,68.0434782608696,0,3,1
"775","RC Fredericks ",1973,1977,12,12,0,311,105,FALSE,25.9166666666667,440,70.6818181818182,1,1,0
"776","BR Hartland ",1992,1994,16,16,1,311,68,TRUE,20.7333333333333,623,49.9197431781701,0,2,1
"777","N Chopra ",1998,2000,39,26,6,310,61,FALSE,15.5,498,62.2489959839357,0,1,1
"778","BC Hollioake ",1997,2002,20,17,2,309,63,FALSE,20.6,381,81.1023622047244,0,2,3
"779","Nafees Iqbal ",2003,2005,16,16,0,309,58,FALSE,19.3125,568,54.4014084507042,0,2,1
"780","KAJ Roach ",2008,2019,92,57,34,308,34,FALSE,13.3913043478261,576,53.4722222222222,0,0,8
"781","Ihsanullah ",2017,2018,16,16,2,307,57,TRUE,21.9285714285714,440,69.7727272727273,0,3,2
"782","DM Benkenstein ",1998,2002,23,20,3,305,69,FALSE,17.9411764705882,463,65.8747300215983,0,1,3
"783","M Labuschagne ",2020,2020,7,6,0,305,108,FALSE,50.8333333333333,323,94.4272445820433,1,2,1
"784","TK Musakanda ",2016,2018,15,15,1,304,60,FALSE,21.7142857142857,382,79.5811518324607,0,1,1
"785","LE Bosman ",2006,2010,14,12,0,301,88,FALSE,25.0833333333333,305,98.6885245901639,0,2,2
"786","CMW Read ",2000,2006,36,24,7,300,30,TRUE,17.6470588235294,410,73.1707317073171,0,0,4
"787","JP Kotze ",2019,2020,8,8,0,299,136,FALSE,37.375,337,88.7240356083086,1,0,0
"788","WKM Benjamin ",1986,1995,85,52,12,298,31,FALSE,7.45,406,73.3990147783251,0,0,10
"789","GS Ballance ",2013,2015,16,15,1,297,79,FALSE,21.2142857142857,443,67.0428893905192,0,2,1
"790","PA Nixon ",2007,2007,19,18,4,297,49,FALSE,21.2142857142857,347,85.5907780979827,0,0,2
"791","Zahoor Elahi ",1996,1997,14,14,1,297,86,FALSE,22.8461538461538,507,58.5798816568047,0,3,3
"792","CJA Amini ",2014,2019,15,15,1,296,61,TRUE,21.1428571428571,430,68.8372093023256,0,2,1
"793","DN Crookes ",1994,2000,32,23,3,296,54,FALSE,14.8,412,71.8446601941748,0,1,3
"794","AR McBrine ",2014,2020,45,28,10,296,79,FALSE,16.4444444444444,413,71.6707021791768,0,1,1
"795","AJ Pycroft ",1983,1992,20,19,2,295,61,FALSE,17.3529411764706,560,52.6785714285714,0,2,2
"796","DR Tuffey ",2000,2010,94,52,21,295,36,FALSE,9.51612903225806,372,79.3010752688172,0,0,7
"797","DL Murray ",1973,1980,26,17,5,294,61,TRUE,24.5,468,62.8205128205128,0,2,0
"798","SJ Myburgh ",2011,2018,13,13,1,294,56,FALSE,24.5,339,86.7256637168142,0,2,2
"799","SE Bond ",2002,2010,82,40,22,292,31,TRUE,16.2222222222222,384,76.0416666666667,0,0,2
"800","P Kumar ",2007,2012,68,33,12,292,54,TRUE,13.9047619047619,331,88.2175226586103,0,1,2
"801","SM Sharif ",2011,2019,44,33,16,292,34,FALSE,17.1764705882353,394,74.1116751269035,0,0,3
"802","Tanwir Afzal ",2014,2018,20,19,3,292,73,FALSE,18.25,255,114.509803921569,0,1,3
"803","RN Lewis ",1997,2009,28,21,5,291,49,FALSE,18.1875,367,79.291553133515,0,0,1
"804","DA Reeve ",1991,1996,29,21,9,291,35,FALSE,24.25,389,74.8071979434447,0,0,0
"805","Mohammad Saifuddin ",2017,2020,22,13,4,290,51,TRUE,32.2222222222222,337,86.053412462908,0,2,1
